60131108,厦门屿末民宿  ,2,其它类型,"厦门市思明区黄厝村黄厝社131号 , 厦门 ","('24.444084', '118.158466')",4.9,615,587,9,48,170,25.833333333333332,3,4,22,4.9,4.9,4.9,4.9,"['无泳池', '公共区域免费wifi', '公共厨房', '无餐厅', '大堂吧', '吸烟区', '公共休息室/电视室', '无停车场', '24小时热水', '无电话', '电热水壶', '空调', '拖鞋', '吹风机', '遮光窗帘', '110V电压插座', '免费wifi', '淋浴房', '电视', '花园', '保管服务', '行李寄存', '叫车服务', '不可携带宠物', '接送服务', '24小时大堂经理', '仅中国大陆地区客人']"
74029007,晨曦民宿（中山路步行街店）  ,2,其它类型,"局口街128号 , 厦门 ","('24.455466', '118.079757')",,,0,0,0,,,0,0,15,0.0,0.0,0.0,0.0,[]
71341106,十禾海景民宿海棠/复式LOFT/一线海景房/近机场/可住4人  ,,,"福建厦门湖里高崎街道海涵时代中心402 , 厦门 ","('24.55347239650852', '118.12543911399209')",5.0,14,14,0,0,296,60.0,2,,,5.0,5.0,5.0,5.0,"['电梯', '收费停车场', '行李寄存']"
72659225,厦门黄厝海滨民宿海滨大床房  ,,,"福建厦门思明黄厝海滨客栈80号 , 厦门 ","('24.438432764927594', '118.15093439534667')",,,0,0,0,,,2,,,0.0,0.0,0.0,0.0,[]
73642039,厦门十禾海景民宿暮色一室一厅两床可住4人一线海景房近机场可做饭高速直达中山路  ,,,"高崎道846号海涵时代中心 , 厦门 ","('24.553475', '118.125439')",,,0,0,0,370,60.0,,,,0.0,0.0,0.0,0.0,[]
72678237,鑫雅阁民宿&middot;渔湾港口双床房2&middot;曾厝垵内近海边  ,,,"福建厦门思明曾厝垵278号鑫雅阁 , 厦门 ","('24.4280719635641', '118.12571394778985')",,,0,0,0,159,16.0,2,,,0.0,0.0,0.0,0.0,[]
66713040,厦门十禾海景民宿听海一线海景房近机场可住24人高速直达中山路  ,,,"海涵时代广场海涵时代中心 , 厦门 ","('24.553146', '118.12507')",,,0,0,0,332,40.0,,,,0.0,0.0,0.0,0.0,"['洗衣机', '24小时热水', '电热水壶', '空调', '免费洗浴用品', '吹风机', '加长床（大于2米）', '暖气', '小冰箱', '免费洗漱用品', '拖鞋', '免费wifi', '全套厨房', '淋浴房']"
61793141,（nomi半岛）设计民宿 海景露台大床B  ,,,"厦门集美区集美街道 鳌园路41(白房子) , 厦门 ","('24.565663164641084', '118.10512684022082')",,,0,0,0,,,,,,0.0,0.0,0.0,0.0,"['自动取款机', '电梯', '会议室', '暖气', '免费洗漱用品', '洗衣机', '电热水壶', '空调', '免费有线上网', '浴缸', '拖鞋', '吹风机', '免费wifi', '独立卫浴', '淋浴房', '行李寄存', '不可携带宠物', '仅中国大陆地区客人', '多类型餐厅']"
57012338,厦门曾厝垵Uni&middot;泊心民宿  ,2,其它类型,"曾厝垵村曾厝垵社100号之9 , 厦门 ","('24.427165', '118.124767')",4.9,447,437,1,66,148,20.6875,4,4,15,4.9,4.9,4.9,4.9,"['无泳池', '无餐厅', '公共休息室/电视室', '24小时前台', '无停车场', '免费洗漱用品', '24小时热水', '电热水壶', '空调', '拖鞋', '吹风机', '遮光窗帘', '免费wifi', '电视', '行李寄存', '不可携带宠物', '仅中国大陆地区客人', '叫醒服务']"
56396192,厦门梧桐雅苑民宿（环岛路店）  ,2,其它类型,"思明区环岛路曾厝垵塔头88号 , 厦门 ","('24.435476', '118.143958')",,,0,0,0,295,22.0,3,3,13,0.0,0.0,0.0,0.0,"['无泳池', '公共区域免费wifi', '无餐厅', '免费停车场', '24小时前台', '行李寄存', '不可携带宠物', '24小时大堂经理', '仅中国大陆地区客人', '24小时客房服务']"
72683206,【楠悦】臻品ins高人气海边民宿|曾厝垵|环岛路|厦门大学|可...  ,,,"福建厦门思明曾厝垵后厝90号 , 厦门 ","('24.437652900547434', '118.11766685219129')",,,0,0,0,1086,15.0,2,,,0.0,0.0,0.0,0.0,[]
53250012,厦门道格驿墅度假酒店  ,2,其它类型,"厦门市思明区曾厝垵450号 , 厦门 ","('24.428593', '118.124717')",4.9,827,814,4,60,230,28.0,6,4,14,4.9,4.9,4.9,4.9,"['无泳池', '前台贵重物品保险柜', '无餐厅', '大堂吧', '吸烟区', '24小时前台', '收费停车场', '免费洗漱用品', '24小时热水', '无电话', '电热水壶', '空调', '拖鞋', '吹风机', '遮光窗帘', '免费wifi', '独立卫浴', '电视', '行李寄存', '叫车服务', '洗衣服务', '不可携带宠物', '24小时大堂经理', '仅中国大陆地区客人', '24小时客房服务', '看护小孩服务', '票务服务', '叫醒服务']"
51176207,朴宿.微澜民宿（厦大店）  ,2,其它类型,"滨海街道曾厝垵村前厝7号 , 厦门 ","('24.435311', '118.117806')",4.9,586,577,6,59,140,21.666666666666668,8,5,20,4.9,4.9,4.9,4.9,"['无泳池', '无餐厅', '24小时前台', '无停车场', '免费洗漱用品', '空调', '免费wifi', '行李寄存', '不可携带宠物', '仅中国大陆地区客人']"
71331122,十禾海景民宿微凉/一线海景房/近机场  ,,,"福建厦门湖里高崎街道海涵时代中心402 , 厦门 ","('24.55347239650852', '118.12543911399209')",,,0,0,0,296,60.0,2,,,0.0,0.0,0.0,0.0,"['电梯', '收费停车场', '行李寄存']"
72663240,品质民宿临海独立两居室/近会展曾厝垵厦大/火车站中山路/管...  ,,,"福建厦门思明依山海居民宿环岛南路2687-16号依山海居民宿 , 厦门 ","('24.42951137764535', '118.13644697070336')",,,0,0,0,581,60.0,1,,,0.0,0.0,0.0,0.0,"['收费停车场', '行李寄存']"
67790293,厦门环岛南路民宿  ,2,其它类型,"环岛南路曾厝垵 , 厦门 ","('24.425935123389355', '118.12445530831185')",,,0,0,0,,,,,,0.0,0.0,0.0,0.0,"['暖气', '洗衣机', '电热水壶', '空调', '拖鞋', '免费wifi', '淋浴房']"
72113724,厦门久遇民宿  ,2,其它类型,"思明西路局中北街3栋-5栋3层 , 厦门 ","('24.44882509332926', '118.07270354654283')",,,0,0,0,415,46.0,2,,,0.0,0.0,0.0,0.0,"['不可携带宠物', '仅中国大陆地区客人']"
71711064,【优选】现代美式大屏幕3D投影私人影院民宿  ,,,"福建厦门湖里万达广场D3 , 厦门 ","('24.50623677595583', '118.17730819036838')",4.8,5,5,0,2,248,40.0,7,,,5.0,4.8,4.8,4.6,['电梯']
71343118,妍小夕民宿糖果海景三床近鼓浪屿中山路可做饭  ,,,"福建厦门海沧融信海上城3号楼1327 , 厦门 ","('24.495484266039252', '118.05969132160467')",5.0,21,21,0,0,266,70.0,4,,,5.0,5.0,5.0,5.0,"['电梯', '收费停车场']"
72662265,近海边5分钟曾厝安小吃街内人气民宿简约风格【投影】双床房  ,,,"福建厦门思明曾厝垵社199号199号 , 厦门 ","('24.425386214045485', '118.12633974064309')",,,0,0,0,701,20.0,2,,,0.0,0.0,0.0,0.0,"['收费停车场', '行李寄存']"
56554445,厦门芃舍民宿（环岛路店）  ,2,其它类型,"厦门市思明区环岛路塔头社9-1号 , 厦门 ","('24.432965', '118.140265')",4.9,14,14,0,6,252,25.833333333333332,2,2,9,4.9,4.9,4.9,4.9,"['无泳池', '前台贵重物品保险柜', '无餐厅', '24小时前台', '收费停车场', '免费洗漱用品', '24小时热水', '空调', '拖鞋', '吹风机', '免费wifi', '电视', '行李寄存', '不可携带宠物', '仅中国大陆地区客人']"
71494041,十禾海景民宿云上/海景房/近机场//可做饭/高速直达中山路/  ,,,"福建厦门湖里海涵时代中心520房号 , 厦门 ","('24.55347239650852', '118.12543911399209')",,,0,0,0,296,60.0,1,,,0.0,0.0,0.0,0.0,"['电梯', '收费停车场', '行李寄存']"72110107,厦门东坑安居民宿  ,2,其它类型,"大屏山南路东坑安居房3号楼 , 厦门 ","('24.489322124002904', '118.04479482198282')",,,0,0,0,130,17.5,2,,,0.0,0.0,0.0,0.0,"['不可携带宠物', '仅中国大陆地区客人']"
53237887,U-me电竞民宿（厦门曾厝垵店）  ,2,其它类型,"曾厝垵村曾厝垵社178号-4 , 厦门 ","('24.4261', '118.12576')",4.8,17,16,0,14,279,23.0,3,3,19,4.8,4.8,4.8,4.8,"['无泳池', '公共区域免费wifi', '无餐厅', '24小时前台', '无停车场', '空调', '免费wifi', '行李寄存', '不可携带宠物', '仅中国大陆地区客人', '24小时客房服务']"
72811817,尚庭高品质民宿(金钟路分店)  ,2,其它类型,"金钟路-道路湖里万达广场公寓楼D区 , 厦门 ","('24.504838', '118.177582')",,,0,0,0,,,,,,,,,,
51903063,厦门海边边民宿（环岛路店）  ,2,其它类型,"厦门市思明区黄厝村塔头211号 , 厦门 ","('24.436621', '118.142801')",4.7,57,54,1,6,,,8,3,8,4.6,4.7,4.8,4.6,"['无泳池', '公共区域免费wifi', '无餐厅', '24小时前台', '无停车场', '24小时热水', '无电话', '电热水壶', '空调', '吹风机', '110V电压插座', '智能门锁', '暖气', '免费洗漱用品', '拖鞋', '遮光窗帘', '独立卫浴', '免费wifi', '电视', '淋浴房', '行李寄存', '不可携带宠物', '24小时大堂经理', '仅中国大陆地区客人', '24小时客房服务']"
72640124,芋欣堂民宿  ,2,其它类型,"曾厝垵38号 , 厦门 ","('24.426282', '118.126433')",,1,1,0,0,98,21.0,1,1,13,0.0,0.0,0.0,0.0,"['无泳池', '公共区域免费wifi', '无餐厅', '24小时前台', '无停车场', '智能门锁', '免费洗漱用品', '24小时热水', '无电话', '电热水壶', '空调', '拖鞋', '免费wifi', '电视', '行李寄存', '叫车服务', '洗衣服务', '不可携带宠物', '24小时大堂经理', '仅中国大陆地区客人', '票务服务', '叫醒服务']"
72807370,山海雅苑三号公社民宿  ,2,其它类型,"环岛南路2687-12号3层 , 厦门 ","('24.423753881524014', '118.13066712204288')",,,0,0,0,,,1,,,0.0,0.0,0.0,0.0,"['不可携带宠物', '仅中国大陆地区客人']"
56507806,厦门墅屿精品民宿  ,2,其它类型,"厦门--曾厝垵西里41号-，近西边社站旁。 , 厦门 ","('24.43442', '118.115699')",4.6,39,35,4,2,253,23.0,4,5,15,4.6,4.6,4.5,4.6,"['无泳池', '公共区域免费wifi', '无餐厅', '免费停车场', '24小时前台', '24小时热水', '无电话', '电热水壶', '空调', '吹风机', '110V电压插座', '智能门锁', '免费洗漱用品', '拖鞋', '遮光窗帘', '独立卫浴', '免费wifi', '电视', '淋浴房', '保管服务', '行李寄存', '不可携带宠物', '24小时大堂经理', '仅中国大陆地区客人']"
72667236,曾厝垵/厦门大学/特色民宿梧桐大床房  ,,,"福建厦门思明龙虎南里幼儿园正对面46号 , 厦门 ","('24.43679609219756', '118.11809478704087')",,,0,0,0,518,13.0,2,,,0.0,0.0,0.0,0.0,[]
67709036,厦门裏海民宿  ,2,其它类型,"思明区黄厝社塔头路190号 , 厦门 ","('24.429264524880686', '118.13448984643793')",,,0,0,0,234,29.166666666666668,4,,,0.0,0.0,0.0,0.0,['免费停车场']
71328115,厦门思兰民宿  ,,,"福建厦门湖里万达广场7号万达公寓D区00 , 厦门 ","('24.502763626806352', '118.17972752280184')",,1,1,0,0,260,45.0,5,,,0.0,0.0,0.0,0.0,['电梯']
57064200,厦门鼓浪屿乐云阁民宿（鼓浪屿店）  ,2,其它类型,"厦门市思明区鼓浪屿公平路5号 , 厦门 ","('24.444116', '118.065944')",4.9,83,81,0,21,189,23.0,4,4,8,4.7,4.9,4.9,4.9,"['免费洗漱用品', '空调', '免费wifi']"
60242023,飞宿连锁厦门鼓浪屿元气民宿  ,2,其它类型,"鼓浪屿鸡山路31号 , 厦门 ","('24.44489', '118.062331')",4.9,182,181,0,65,,,3,4,15,4.9,4.9,5.0,4.9,"['无泳池', '无餐厅', '储物柜', '吸烟区', '公共休息室/电视室', '无停车场', '24小时热水', '无电话', '电热水壶', '空调', '吹风机', '多类型枕头', '免费洗漱用品', '防过敏床品', 'USB充电接口', '拖鞋', '遮光窗帘', '独立卫浴', '免费wifi', '电视', '行李寄存', '不可携带宠物', '仅中国大陆地区客人']"
71955266,INFINITO&middot;X 安澜海景民宿  ,2,其它类型,"厦门市思明区曾厝垵社26号 , 厦门 ","('24.42631', '118.123638')",4.7,59,54,2,13,361,29.0,1,1,15,4.7,4.8,4.7,4.7,"['公共区域免费wifi', '无餐厅', '大堂吧', '吸烟区', '24小时前台', '收费停车场', '室外游泳池', '智能门锁', '免费洗漱用品', '24小时热水', '电热水壶', '空调', '拖鞋', '吹风机', '免费wifi', '花园', '行李寄存', '可携带宠物', '仅中国大陆地区客人', '票务服务']"
67783001,厦门岩海岩石民宿  ,4,高档型,"曾厝垵1-3号 , 厦门 ","('24.426381', '118.123016')",,,0,0,0,,,2,2,20,0.0,0.0,0.0,0.0,"['免费停车场', '不可携带宠物', '仅中国大陆地区客人']"
72131225,厦门云柒民宿  ,,,"曾厝垵后厝3号 , 厦门 ","('24.42988189179192', '118.11183394901249')",,,0,0,0,,,13,4,10,0.0,0.0,0.0,0.0,"['不可携带宠物', '仅中国大陆地区客人']"
67805863,厦门五缘民宿  ,,,"五缘西一里 , 厦门 ","('24.5401570813086', '118.16799242760881')",,,0,0,0,,,,,,0.0,0.0,0.0,0.0,"['电梯', '小冰箱', '洗衣机', '空调', '拖鞋', '免费wifi', '全套厨房', '电视', '不可携带宠物']"
72670248,【71号花园民宿】舒适双床房-近鼓浪屿、胡里山炮台  ,,,"福建厦门思明龙虎山路仓里71号仓里71号 , 厦门 ","('24.43307247587203', '118.1211616937788')",,,0,0,0,,,2,,,0.0,0.0,0.0,0.0,[]
67802894,厦门金山小区民宿  ,,,"金山小区26号1202 , 厦门 ","('24.501806505668746', '118.15713662726526')",,,0,0,0,,,,,,0.0,0.0,0.0,0.0,"['电梯', '小冰箱', '洗衣机', '空调', '拖鞋', '免费wifi', '全套厨房', '电视']"
72672213,【ACE民宿】庭院花园影院家庭房毗邻厦门大学/曾厝垵/鼓浪屿...  ,,,"福建厦门思明净圣堂(导航可以到厦大学生公寓或者前田站)后厝社1号 , 厦门 ","('24.4364297710816', '118.11849314620072')",,,0,0,0,253,20.0,2,,,0.0,0.0,0.0,0.0,['收费停车场']
61921269,厦门棕阁秋民宿  ,2,其它类型,"黄厝村黄厝社118-1二层、三层 , 厦门 ","('24.44385015086348', '118.15889731383')",2.7,5,1,2,1,,,4,4,40,2.6,2.4,3.0,2.8,"['无泳池', '公共区域免费wifi', '无餐厅', '吸烟区', '公共休息室/电视室', '24小时前台', '无停车场', '24小时热水', '无电话', '电热水壶', '空调', '吹风机', '智能门锁', '暖气', '免费洗漱用品', 'USB充电接口', '拖鞋', '遮光窗帘', '独立卫浴', '免费wifi', '行李寄存', '叫车服务', '不可携带宠物', '自行车出租服务', '仅中国大陆地区客人', '24小时客房服务', '叫醒服务']"
72674180,,,,,,,,,,,,,,,,,,,,
72700104,【71号花园民宿】舒适双床间-近鼓浪屿、胡里山炮台  ,,,"福建厦门思明龙虎山路仓里71号仓里71号 , 厦门 ","('24.43307247587203', '118.1211616937788')",,,0,0,0,,,2,,,0.0,0.0,0.0,0.0,[]
72681246,厦门黄厝海滨民宿温馨亲子房  ,,,"福建厦门思明黄厝海滨客栈80号 , 厦门 ","('24.438432764927594', '118.15093439534667')",,,0,0,0,,,2,,,0.0,0.0,0.0,0.0,[]
51181020,厦门曾厝垵木眠民宿  ,3,舒适型,"曾厝垵村210号，近曾厝垵加油站及停车场 , 厦门 ","('24.425964', '118.126482')",4.9,149,148,0,25,183,22.88888888888889,8,7,13,4.9,4.9,4.9,4.9,"['洗衣机', '无电话', '电热水壶', '空调', '吹风机', '遮光窗帘', '独立卫浴', '淋浴房']"
68215099,FO&middot;5居现代暖色调民宿&middot;靠近阿罗海|十分钟乘船上鼓浪屿  ,,,"厦门海沧区SEC泰地海西中心 , 厦门 ","('24.48163113909249', '118.04482183426235')",,,0,0,0,,,,,,0.0,0.0,0.0,0.0,"['免费停车场', '小冰箱', '免费洗漱用品', '洗衣机', '电热水壶', '空调', '拖鞋', '吹风机', '免费wifi', '电视', '行李寄存', '可携带宠物', '仅中国大陆地区客人', '多类型餐厅']"
67789418,厦门七禾设计师民宿  ,,,"高崎街道海涵时代中心 , 厦门 ","('24.553500930509685', '118.12555881735699')",,,0,0,0,,,,,,0.0,0.0,0.0,0.0,"['电梯', '吸烟区', '小冰箱', '洗衣机', '空调', '免费有线上网', '拖鞋', '免费wifi', '全套厨房', '不可携带宠物']"
55473812,轻奢！Sugar民宿湖畔别墅5分钟机场  ,,,"厦门湖里区翠湖庄园 , 厦门 ","('24.529551007418032', '118.13832517431925')",,,0,0,0,,,,,,0.0,0.0,0.0,0.0,"['自动取款机', '室外游泳池', '小冰箱', '免费洗漱用品', '洗衣机', '24小时热水', '电热水壶', '空调', '拖鞋', '吹风机', '免费wifi', '独立卫浴', '淋浴房', '不可携带宠物', '多种类餐厅']"
58832071,厦门心语星苑民宿  ,2,其它类型,"曾厝垵村曾厝垵社263号  , 厦门 ","('24.426892', '118.126758')",4.9,66,63,0,16,179,20.1,4,4,21,4.9,4.9,4.8,4.9,"['无泳池', '前台贵重物品保险柜', '无餐厅', '大堂吧', '吸烟区', '24小时前台', '收费停车场', '免费洗漱用品', '24小时热水', '无电话', '电热水壶', '空调', '拖鞋', '吹风机', '遮光窗帘', '免费wifi', '独立卫浴', '电视', '行李寄存', '不可携带宠物', '仅中国大陆地区客人', '票务服务']"
51864045,厦门鼓浪屿蔷薇岛屿民宿  ,2,其它类型,"乌埭路13号 , 厦门 ","('24.444029', '118.068504')",4.3,28,24,2,2,1926,,11,7,8,4.1,4.3,4.6,4.2,"['无泳池', '无餐厅', '24小时前台', '无停车场', '行李寄存', '不可携带宠物', '仅中国大陆地区客人']"
72860079,汐池设计民宿(塔头路分店)  ,2,其它类型,"福建省厦门市思明区塔头路 , 厦门 ","('24.429796665088897', '118.13551773627235')",,,0,0,0,,,,,,,,,,
74208019,国贸中心隔壁湖里万达公寓民宿，带投影洗衣机冰箱  ,,,"福建厦门湖里soho公寓-D区D1-504
 , 厦门 ","('24.50262577395574', '118.17965733899061')",,,0,0,0,333,44.0,0,,,0.0,0.0,0.0,0.0,[]
68229271,FO&middot;法式浪漫3居高层海景民宿&middot;超近海边步行5分钟  ,,,"厦门海沧区融信&middot;海上城 , 厦门 ","('24.495544572413422', '118.0573803168117')",,,0,0,0,,,,,,0.0,0.0,0.0,0.0,"['吸烟区', '免费停车场', '小冰箱', '免费洗漱用品', '洗衣机', '电热水壶', '空调', '拖鞋', '吹风机', '免费wifi', '独立卫浴', '淋浴房', '电视', '行李寄存', '不可携带宠物', '仅中国大陆地区客人', '多类型餐厅']"
71325107,妍小夕民宿嫁衣近鼓浪屿/中山路/三床  ,,,"福建厦门海沧融信海上城1619 , 厦门 ","('24.495484266039252', '118.05969132160467')",5.0,34,34,0,1,266,70.0,4,,,5.0,5.0,5.0,5.0,"['电梯', '收费停车场']"
72684207,环岛路海边相约民宿温馨家庭房5分钟海边  ,,,"福建厦门思明环岛路黄厝79号（阿财诚信超市楼上，近海滨浴场） , 厦门 ","('24.44391511086169', '118.15764440696769')",,,0,0,0,188,25.0,4,,,0.0,0.0,0.0,0.0,[]
72543043,厦门米拉泳池网红民宿  ,2,其它类型,"曾厝垵社307号 , 厦门 ","('24.4283', '118.124823')",,,0,0,0,199,27.666666666666668,1,1,28,0.0,0.0,0.0,0.0,"['公共区域免费wifi', '无餐厅', '24小时前台', '无停车场', '室外游泳池', '雨伞', '洗衣机', '24小时热水', '无电话', '电热水壶', '空调', '吹风机', '书桌', '智能门锁', '茶具', '免费洗漱用品', '拖鞋', '遮光窗帘', '免费wifi', '淋浴房', '行李寄存', '不可携带宠物', '仅中国大陆地区客人']"
56070064,厦门汐沫Chic池暮幽山海景民宿（环岛路店）  ,3,舒适型,"环岛路塔头430号 , 厦门 ","('24.436949', '118.143646')",4.6,104,93,5,29,224,37.5,4,4,9,4.5,4.7,4.7,4.5,"['无泳池', '无餐厅', '收费停车场', '免费洗漱用品', '24小时热水', '无电话', '电热水壶', '空调', '拖鞋', '吹风机', '遮光窗帘', '免费wifi', '独立卫浴', '电视', '行李寄存', '不可携带宠物', '仅中国大陆地区客人', '叫醒服务']"
51691023,厦门泊屿设计民宿（曾厝垵店）  ,2,其它类型,"厦门市思明区环岛路曾厝垵社13号 , 厦门 ","('24.428715', '118.12583')",4.8,34,32,0,6,,,8,4,15,4.9,4.8,4.9,4.8,"['无泳池', '公共区域免费wifi', '无餐厅', '储物柜', '吸烟区', '公共休息室/电视室', '24小时前台', '无停车场', '24小时热水', '无电话', '备品床具', '电热水壶', '空调', '吹风机', '多类型枕头', '书桌', '智能门锁', '暖气', '免费洗漱用品', '沙发', 'USB充电接口', '拖鞋', '遮光窗帘', '独立卫浴', '免费wifi', '电视', '淋浴房', '行李寄存', '叫车服务', '不可携带宠物', '仅中国大陆地区客人', '24小时客房服务', '票务服务', '叫醒服务']"
72362110,厦门泰地沐青枫海景度假民宿  ,2,其它类型,"海沧大道841号泰地海西中心4号楼818室 , 厦门 ","('24.481125', '118.044552')",,4,4,0,0,190,48.75,1,1,10,0.0,0.0,0.0,0.0,"['无泳池', '公共区域免费wifi', '无餐厅', '收费停车场', '免费洗漱用品', '空调', '免费wifi', '行李寄存', '可携带宠物', '仅中国大陆地区客人']"
72702052,少女大床房|近曾厝安厦大中山路|等你民宿  ,,,"福建厦门思明滨海街道黄厝塔头社212号 , 厦门 ","('24.436801296658736', '118.14251221038388')",,,0,0,0,148,20.0,4,,,0.0,0.0,0.0,0.0,[]
72665209,曾厝垵民宿-曾厝垵网红ins投影落地窗  ,,,"福建厦门思明曾厝垵社326号 , 厦门 ","('24.4281257814016', '118.12538486924673')",,,0,0,0,214,16.0,4,,,0.0,0.0,0.0,0.0,[]
72684215,【新房特惠】曾厝垵海边民宿一楼整层4居室出租  ,,,"福建厦门思明环岛南路曾厝垵社189号阿米噶客栈 , 厦门 ","('24.425397684323542', '118.12581110909238')",,1,1,0,1,606,73.0,3,,,0.0,0.0,0.0,0.0,[]
56541001,厦门说时依旧民宿  ,2,其它类型,"环岛南路2687号-16 , 厦门 ","('24.428228', '118.138561')",4.9,27,26,0,2,345,35.0,4,4,16,4.8,5.0,5.0,4.9,"['无泳池', '公共区域免费wifi', '无餐厅', '免费停车场', '24小时前台', '行李寄存', '不可携带宠物', '仅中国大陆地区客人']"
72668199,曾厝垵民宿-曾厝垵网红民宿复式套房可住四人  ,,,"福建厦门思明曾厝垵社326号 , 厦门 ","('24.4281257814016', '118.12538486924673')",,,0,0,0,254,25.0,4,,,0.0,0.0,0.0,0.0,[]
59062208,厦门丛屿Isles奢野民宿（环岛路店）  ,3,舒适型,"厦门市思明区黄厝村溪头下13号-101 , 厦门 ","('24.429771', '118.142006')",4.7,524,481,18,72,219,42.5,4,4,29,4.8,4.7,4.7,4.7,"['无泳池', '前台贵重物品保险柜', '公共区域免费wifi', '无餐厅', '会议室', '24小时前台', '无停车场', '免费洗漱用品', '24小时热水', '无电话', '电热水壶', '空调', '拖鞋', '遮光窗帘', '免费wifi', '花园', '行李寄存', '礼宾接待服务', '不可携带宠物', '24小时大堂经理', '仅中国大陆地区客人', '24小时客房服务', '票务服务']"
69005041,MisooHi南寻民宿（中山路步行街店）  ,2,其它类型,"厦门市思明区中山路25号301室 , 厦门 ","('24.453508', '118.076195')",4.4,18,15,2,5,,,2,2,20,4.6,4.4,4.4,4.3,"['无泳池', '公共区域免费wifi', '吸烟区', '中餐厅', '公共休息室/电视室', '24小时前台', '收费停车场', '雨伞', '无电话', '市景', '空调', '免费有线上网', '书桌', '茶具', '晚床服务', '免费洗漱用品', '迷你吧', '拖鞋', '遮光窗帘', '独立卫浴', '免费wifi', '行李寄存', '叫车服务', '礼宾接待服务', '不可携带宠物', '24小时大堂经理', '仅中国大陆地区客人', '24小时客房服务', '叫醒服务']"
